61.09,13.2,21.53,59.91,14.12,20.87,1.6353592877,1.42,1.4373,6.75,0
61.03,13.38,20.98,61.49,13.02,20.66,0.6660330322,0.48,0.5183,3.45,0
60.96,13.44,21.03,61.56,12.96,20.61,0.8756711712,0.63,0.6784,4.29,0.02
60.85,13.53,21.11,61.67,12.87,20.53,1.201831935,0.85,0.9282,5.15,2.18
60.8,13.57,21.15,61.72,12.83,20.49,1.3526270735,0.97,1.0419,5.71,0.01
60.73,13.63,21.2,61.79,12.77,20.44,1.562305988,1.11,1.2017,6.08,0
63.25,12.63,18.96,62.87,12.29,19.3,0.6128621378,0.54,0.5194,3.25,0
63.31,12.68,18.91,62.81,12.24,19.35,0.7982480817,0.7,0.6782,4.29,0.02
63.35,12.72,18.87,62.77,12.2,19.39,0.9365895579,0.82,0.7936,4.9,3.33
63.43,12.79,18.79,62.69,12.13,19.47,1.2023310692,1.05,1.0165,5.64,0.04
63.5,12.85,18.73,62.62,12.07,19.53,1.4222517358,1.24,1.2043,6.41,0
46.85,12.76,-13.4,46.11,12.76,-13.48,0.7443117626,0.72,0.7419,4.42,1.16
47.09,12.76,-13.38,45.87,12.76,-13.5,1.2258874337,1.19,1.2226,5.92,0.47
47.22,12.76,-13.37,45.74,12.76,-13.51,1.4866068747,1.44,1.483,7.05,0.04
46.33,13.25,-13.41,46.29,12.23,-13.27,1.0303397498,0.8,0.6643,3.25,0.68
46.33,13.37,-13.43,46.29,12.11,-13.25,1.2734205904,0.99,0.8177,4.42,1.27
46.33,13.47,-13.44,46.29,12.01,-13.24,1.4741777369,1.14,0.9473,5.36,1.51
46.34,13.64,-13.46,46.28,11.84,-13.22,1.8169204716,1.41,1.1668,5.92,0.92
46.34,13.76,-13.48,46.28,11.72,-13.2,2.06,1.59,1.3186,6.75,0.38
46.46,12.66,-12.54,46.42,12.56,-13.76,1.2247448714,0.85,0.853,3.92,0.74
46.46,12.66,-12.54,46.42,12.56,-13.76,1.2247448714,0.85,0.853,4.23,0.74
46.46,12.67,-12.43,46.42,12.55,-13.87,1.44554488,1,1.0082,4.59,1.22
46.47,12.68,-12.33,46.41,12.54,-13.97,1.6470579832,1.14,1.151,4.85,1.49
46.47,12.68,-12.21,46.41,12.54,-14.09,1.8861601205,1.3,1.315,5.47,1.39
46.54,12.97,-13.2,46.5,12.39,-13.6,0.7056911506,0.61,0.5496,3.25,0.37
46.55,13.07,-13.13,46.49,12.29,-13.67,0.9505787711,0.83,0.7404,3.83,1.09
46.56,13.14,-13.07,46.48,12.22,-13.73,1.1350770899,1,0.8854,4.85,1.49
46.57,13.26,-12.99,46.47,12.1,-13.81,1.4240786495,1.24,1.1099,5.77,1.02
46.58,13.41,-12.89,46.46,11.95,-13.91,1.7850490189,1.56,1.3899,6.75,0.14
46.58,13.5,-12.82,46.46,11.86,-13.98,2.0123617965,1.76,1.5667,7.05,0.02
46.52,12.02,-12.75,46.66,13.26,-14.35,2.0290884653,1.18,1.1451,3.25,0.63
46.52,11.96,-12.67,46.66,13.32,-14.43,2.2286318673,1.3,1.2599,3.59,0.88
46.51,11.9,-12.59,46.67,13.38,-14.51,2.4294855422,1.42,1.3775,4.36,1.13
46.5,11.77,-12.42,46.68,13.51,-14.68,2.8579013279,1.66,1.6285,5,1.49
46.49,11.71,-12.35,46.69,13.57,-14.75,3.0429590862,1.77,1.7381,5.41,1.5
46.46,11.45,-12.01,46.72,13.83,-15.1,3.9089768482,2.28,2.2575,6.55,0.62
